,DestRaw,Dest,geocoder_results,bbox,latlong
839,WICKSBURG MS,"WICKSBURG, MS","<[OK] Google - Geocode [1172 AL-123, Newton, AL 36352, USA]>","{'northeast': [31.2271137802915, -85.63288271970849], 'southwest': [31.2244158197085, -85.63558068029151]}","[31.2257648, -85.6342317]"
840,WORCESTER,WORCESTER,"<[OK] Google - Geocode [Worcester, MA, USA]>","{'northeast': [42.3411789, -71.7315589], 'southwest': [42.209691, -71.88391709999999]}","[42.2625932, -71.8022934]"
841,WHITNEY PA,"WHITNEY, PA","<[OK] Google - Geocode [Whitney, PA 15650, USA]>","{'northeast': [40.2595429, -79.40122459999999], 'southwest': [40.2432692, -79.42062299999999]}","[40.2544426, -79.4100838]"
842,HAZELTON-CT,"HAZELTON, CT",<[OK] Google - Geocode #10 results>,"{'northeast': [40.66823498029149, -75.1987403197085], 'southwest': [40.6655370197085, -75.20143828029151]}","[40.6668555, -75.20006959999999]"
843,WASHINGTON DC,"WASHINGTON, DC","<[OK] Google - Geocode [Washington, DC, USA]>","{'northeast': [38.995548, -76.909393], 'southwest': [38.7916449, -77.119759]}","[38.9071923, -77.0368707]"
844,USA-DIED,USA,<[OK] Google - Geocode [United States]>,"{'northeast': [49.38, -66.94], 'southwest': [25.82, -124.39]}","[37.09024, -95.712891]"
845,N.ORLEANS-DIED,"NEW ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
846,HORATIO-PA,"HORATIO, PA","<[OK] Google - Geocode [Horatio, Young Township, PA 15767, USA]>","{'northeast': [40.9376606, -78.9995823], 'southwest': [40.9208005, -79.0315971]}","[40.9292311, -79.01558969999999]"
847,ONEIDA NY,"ONEIDA, NY","<[OK] Google - Geocode [Oneida, NY, USA]>","{'northeast': [43.1514449, -75.59666779999999], 'southwest': [43.0332189, -75.70956509999999]}","[43.0925684, -75.65129309999999]"
848,MCKEESPORT PA,"MCKEESPORT, PA","<[OK] Google - Geocode [McKeesport, PA, USA]>","{'northeast': [40.36418099999999, -79.81596809999999], 'southwest': [40.3179689, -79.885871]}","[40.3470671, -79.8641232]"
849,HOMESTEAD,HOMESTEAD,"<[OK] Google - Geocode [2133 S Elizabeth, Wichita, KS 67213, USA]>","{'northeast': [37.65703498029149, -97.35674301970849], 'southwest': [37.65433701970849, -97.35944098029151]}","[37.655686, -97.358092]"
850,BROCKWAY PA,"BROCKWAY, PA","<[OK] Google - Geocode [Brockway, PA 15824, USA]>","{'northeast': [41.2608319, -78.777211], 'southwest': [41.23705409999999, -78.8075181]}","[41.2492279, -78.7994738]"
851,CLINTON MAS,"CLINTON, MA","<[OK] Google - Geocode [Clinton, MA, USA]>","{'northeast': [42.43685989999999, -71.656862], 'southwest': [42.389244, -71.7257219]}","[42.41676349999999, -71.68290809999999]"
852,BUFFALO  NY,"BUFFALO, NY","<[OK] Google - Geocode [Buffalo, NY, USA]>","{'northeast': [42.9664549, -78.795157], 'southwest': [42.826023, -78.9337276]}","[42.88644679999999, -78.8783689]"
853,LOWELLVILLE OH,"LOWELLVILLE, OH","<[OK] Google - Geocode [Lowellville, OH 44436, USA]>","{'northeast': [41.0491588, -80.52517990000001], 'southwest': [41.0286649, -80.568293]}","[41.0353371, -80.53645929999999]"
854,READING PA,"READING, PA","<[OK] Google - Geocode [Reading, PA, USA]>","{'northeast': [40.371134, -75.890512], 'southwest': [40.296401, -75.960089]}","[40.3356483, -75.9268747]"
855,REC -POR,REC -POR,"<[OK] Google - Geocode [595 Veterans Pkwy, Claremore, OK 74017, USA]>","{'northeast': [36.3132299802915, -95.6300300197085], 'southwest': [36.3105320197085, -95.6327279802915]}","[36.311881, -95.631379]"
856,MONTEMAGGIORE,MONTEMAGGIORE,"<[OK] Google - Geocode [61030 Montemaggiore al Metauro, Province of Pesaro and Urbino, Italy]>","{'northeast': [43.73846229999999, 12.9499469], 'southwest': [43.7347175, 12.9421801]}","[43.7367408, 12.9473755]"
857,LANGSTON PA,"LANGSTON, PA","<[OK] Google - Geocode [Langhorne, PA, USA]>","{'northeast': [40.1856569, -74.912525], 'southwest': [40.1707109, -74.9286091]}","[40.1745538, -74.92266649999999]"
858,NEWE YORK,NEW YORK,"<[OK] Google - Geocode [New York, NY, USA]>","{'northeast': [40.9175771, -73.70027209999999], 'southwest': [40.4773991, -74.25908989999999]}","[40.7127753, -74.0059728]"
859,FLOWERTOWN,FLOWERTOWN,"<[OK] Google - Geocode [12130 Millennium Dr, Playa Vista, CA 90094, USA]>","{'northeast': [33.9813312802915, -118.4050118197085], 'southwest': [33.9786333197085, -118.4077097802915]}","[33.9799823, -118.4063608]"
860,ROCKSPRINGS TX,"ROCKSPRINGS, TX","<[OK] Google - Geocode [Rocksprings, TX 78880, USA]>","{'northeast': [30.025011, -100.20349], 'southwest': [30.008651, -100.222536]}","[30.0157647, -100.2053582]"
861,VICKSBERG-MN,"VICKSBERG, MN",<[OK] Google - Geocode #2 results>,"{'northeast': [44.6651598802915, -95.2260346197085], 'southwest': [44.66246191970851, -95.2287325802915]}","[44.6638109, -95.2273836]"
862,USA DIED,USA,<[OK] Google - Geocode [United States]>,"{'northeast': [49.38, -66.94], 'southwest': [25.82, -124.39]}","[37.09024, -95.712891]"
863,MC KREES,MC KREES,<[ZERO_RESULTS] Google - Geocode [empty]>,,
864,APARACHICO CL,APARACHICO CL,<[ZERO_RESULTS] Google - Geocode [empty]>,,
865,CAMPO DI FANO,CAMPO DI FANO,"<[OK] Google - Geocode [67030 Campo di Fano, Province of L'Aquila, Italy]>","{'northeast': [42.0567198, 13.8861216], 'southwest': [42.0504322, 13.872008]}","[42.0535794, 13.8775472]"
866,SAN JOSE-CA,"SAN JOSE, CA","<[OK] Google - Geocode [San Jose, CA, USA]>","{'northeast': [37.4692304, -121.589154], 'southwest': [37.124493, -122.0456719]}","[37.3382082, -121.8863286]"
867,SAN JOSE -CA,"SAN JOSE, CA","<[OK] Google - Geocode [San Jose, CA, USA]>","{'northeast': [37.4692304, -121.589154], 'southwest': [37.124493, -122.0456719]}","[37.3382082, -121.8863286]"
868,REGGIO-DI-CALABRIA,REGGIO-DI-CALABRIA,"<[OK] Google - Geocode [Reggio Calabria, Province of Reggio Calabria, Italy]>","{'northeast': [38.204364, 15.7133153], 'southwest': [37.9913949, 15.6300618]}","[38.1113006, 15.6472914]"
869,TRINITA-CO,"TRINITA, CO",<[ZERO_RESULTS] Google - Geocode [empty]>,,
870,S.DOMINGO,S.DOMINGO,"<[OK] Google - Geocode [Santo Domingo, Dominican Republic]>","{'northeast': [18.5475663, -69.8749567], 'southwest': [18.4125184, -70.0188032]}","[18.4860575, -69.93121169999999]"
871,BOSTON MASS,"BOSTON, MA","<[OK] Google - Geocode [Boston, MA, USA]>","{'northeast': [42.40081989999999, -70.749455], 'southwest': [42.22788, -71.191113]}","[42.3600825, -71.0588801]"
872,ERIE OH,"ERIE, OH","<[OK] Google - Geocode [Erie County, OH, USA]>","{'northeast': [41.700057, -82.34231489999999], 'southwest': [41.283555, -82.9529359]}","[41.4349882, -82.4752757]"
873,LOOMSTON PA,"LOOMSTON, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
874,BELLETORRE LA,"BELLETORRE, LA","<[OK] Google - Geocode [Los Angeles, CA, USA]>","{'northeast': [34.3373061, -118.1552891], 'southwest': [33.7036519, -118.6681759]}","[34.0522342, -118.2436849]"
875,NORTAN,NORTAN,<[OK] Google - Geocode #10 results>,"{'northeast': [39.4204941, -95.179914], 'southwest': [39.347247, -95.404376]}","[39.385273, -95.33116520000002]"
876,MEMPHIS TN,"MEMPHIS, TN","<[OK] Google - Geocode [Memphis, TN, USA]>","{'northeast': [35.264187, -89.637081], 'southwest': [34.994185, -90.3044929]}","[35.1495343, -90.0489801]"
877,WHITE-CASTLE,WHITE-CASTLE,"<[OK] Google - Geocode [3401 Clark Ln, Columbia, MO 65202, USA]>","{'northeast': [38.9656779802915, -92.28549751970849], 'southwest': [38.9629800197085, -92.2881954802915]}","[38.964329, -92.2868465]"
878,LEROY NY,"LEROY, NY","<[OK] Google - Geocode [Le Roy, NY 14482, USA]>","{'northeast': [42.9955171, -77.973642], 'southwest': [42.9610319, -78.00982499999999]}","[42.9783944, -77.9841776]"
879,MEEKSFORT,MEEKSFORT,<[ZERO_RESULTS] Google - Geocode [empty]>,,
880,"MORRIS,","MORRIS,",<[OK] Google - Geocode #3 results>,"{'northeast': [45.607268, -95.877646], 'southwest': [45.564462, -95.933651]}","[45.5919444, -95.9188889]"
881,DIED-TRANSIT HOSPITA,DIED-TRANSIT HOSPITA,<[ZERO_RESULTS] Google - Geocode [empty]>,,
882,CANEGIE PA,"CANEGIE, PA","<[OK] Google - Geocode [Carnegie, PA 15106, USA]>","{'northeast': [40.4198689, -80.067376], 'southwest': [40.3981489, -80.099768]}","[40.4086802, -80.0833885]"
883,AUSONIA-CT,"AUSONIA, CT","<[OK] Google - Geocode [Ansonia, CT, USA]>","{'northeast': [41.36296910000001, -73.03895000000001], 'southwest': [41.3235959, -73.102353]}","[41.34620779999999, -73.07899689999999]"
884,MILFARE-MI,"MILFARE,MI",<[ZERO_RESULTS] Google - Geocode [empty]>,,
885,SO BATHLIHAN PA,"SO BATHLIHAN, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
886,SPRINGFIELD-IL,"SPRINGFIELD, IL","<[OK] Google - Geocode [Springfield, IL, USA]>","{'northeast': [39.874049, -89.5684858], 'southwest': [39.6536259, -89.7731769]}","[39.78172130000001, -89.6501481]"
887,HAMSTERDAM,HAMSTERDAM,<[ZERO_RESULTS] Google - Geocode [empty]>,,
888,WATERLO NY,"WATERLO, NY","<[OK] Google - Geocode [Waterloo, NY 13165, USA]>","{'northeast': [42.91783789999999, -76.8417999], 'southwest': [42.892523, -76.8769361]}","[42.9047884, -76.8627367]"
889,GLASGOW,GLASGOW,"<[OK] Google - Geocode [Glasgow, UK]>","{'northeast': [55.9296413, -4.0717167], 'southwest': [55.7812791, -4.3932005]}","[55.864237, -4.251806]"
890,WALSTON-PA,"WALSTON, PA","<[OK] Google - Geocode [Walston, PA 15781, USA]>","{'northeast': [40.9734894, -78.97874879999999], 'southwest': [40.9566384, -79.01076359999999]}","[40.9650644, -78.9947562]"
891,BRISTOL RI,"BRISTOL, RI","<[OK] Google - Geocode [Bristol, RI 02809, USA]>","{'northeast': [41.7154079, -71.2104289], 'southwest': [41.638137, -71.3289759]}","[41.6771101, -71.26620249999999]"
892,DELONGER,DELONGER,"<[OK] Google - Geocode [Delong, IL 61436, USA]>","{'northeast': [40.8251492, -90.2885628], 'southwest': [40.8082603, -90.3205776]}","[40.8167053, -90.3045702]"
893,LAS VEGAS CA,"LAS VEGAS, CA","<[OK] Google - Geocode [Las Vegas, NV, USA]>","{'northeast': [36.3, -114.95], 'southwest': [35.95, -115.4]}","[36.1699412, -115.1398296]"
894,MORRISTO,MORRISTO,"<[OK] Google - Geocode [Morristown, NJ 07960, USA]>","{'northeast': [40.81836089999999, -74.456181], 'southwest': [40.7802309, -74.50144399999999]}","[40.79676670000001, -74.4815438]"
895,CANDESPORT PA,"CANDESPORT, PA","<[OK] Google - Geocode [Coudersport, PA 16915, USA]>","{'northeast': [41.7918769, -77.9807], 'southwest': [41.761212, -78.0447619]}","[41.7747878, -78.02056019999999]"
896,MC KEESPORT PA,"MC KEESPORT, PA","<[OK] Google - Geocode [McKeesport, PA, USA]>","{'northeast': [40.36418099999999, -79.81596809999999], 'southwest': [40.3179689, -79.885871]}","[40.3470671, -79.8641232]"
897,BELLIGE PA,"BELLIGE, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
898,WESTERLEY-PA,"WESTERLEY, PA",<[OK] Google - Geocode #2 results>,"{'northeast': [41.4198498, -71.72922779999999], 'southwest': [41.1841011, -71.90725809999999]}","[41.3775987, -71.82728709999999]"
899,PLYMOUTH CENTRE - MA,"PLYMOUTH CENTRE, MA","<[OK] Google - Geocode [5 Long Pond Rd # C, Plymouth, MA 02360, USA]>","{'northeast': [41.9375605802915, -70.65998721970848], 'southwest': [41.9348626197085, -70.6626851802915]}","[41.9362116, -70.6613362]"
900,ALDFORGE,ALDFORGE,<[ZERO_RESULTS] Google - Geocode [empty]>,,
901,FAYATE CITY PA,"FAYATE CITY, PA","<[OK] Google - Geocode [Fayette City, PA, USA]>","{'northeast': [40.1069691, -79.8336869], 'southwest': [40.093401, -79.844887]}","[40.1003509, -79.84060099999999]"
902,VINELAND-NJ,"VINELAND, NJ","<[OK] Google - Geocode [Vineland, NJ, USA]>","{'northeast': [39.568643, -74.896626], 'southwest': [39.3777149, -75.0871289]}","[39.4863773, -75.02596369999999]"
903,BROOKLYN-NJ,"BROOKLYN, NJ","<[OK] Google - Geocode [New Brooklyn, Monroe Township, NJ 08094, USA]>","{'northeast': [39.70175649999999, -74.9266588], 'southwest': [39.6845849, -74.9586736]}","[39.69317119999999, -74.9426662]"
904,BROOOKLYN,"BROOKLYN, NY","<[OK] Google - Geocode [Brooklyn, NY, USA]>","{'northeast': [40.739446, -73.8333651], 'southwest': [40.551042, -74.05663]}","[40.6781784, -73.9441579]"
905,B--,B--,"<[OK] Google - Geocode [308 N Central St, Coffeyville, KS 67337, USA]>","{'northeast': [37.04685318029149, -95.62791251970849], 'southwest': [37.0441552197085, -95.63061048029151]}","[37.0455042, -95.6292615]"
906,HOMESTEA,HOMESTEA,"<[OK] Google - Geocode [Homestead, FL, USA]>","{'northeast': [25.499009, -80.403775], 'southwest': [25.440547, -80.501921]}","[25.4687224, -80.4775569]"
907,HOMOSTEA,HOMOSTEA,<[ZERO_RESULTS] Google - Geocode [empty]>,,
908,CLEVELAND OK,"CLEVELAND, OK","<[OK] Google - Geocode [Cleveland, OK 74020, USA]>","{'northeast': [36.3257761, -96.42949], 'southwest': [36.2675149, -96.4857349]}","[36.3100688, -96.4641886]"
909,S ANTONIO,"SAN ANTONIO, TX","<[OK] Google - Geocode [San Antonio, TX, USA]>","{'northeast': [29.73872, -98.22295799999999], 'southwest': [29.2241411, -98.8058509]}","[29.4241219, -98.49362819999999]"
910,MIDDEKEAN,MIDDEKEAN,<[ZERO_RESULTS] Google - Geocode [empty]>,,
911,AMATRA,AMATRA,"<[OK] Google - Geocode [3rd Floor, 3925 W Braker Ln, Austin, TX 78759, USA]>","{'northeast': [30.3966465802915, -97.7338597197085], 'southwest': [30.3939486197085, -97.73655768029151]}","[30.3952976, -97.7352087]"
912,PORT-CHESTER,PORT-CHESTER,"<[OK] Google - Geocode [Port Chester, NY 10573, USA]>","{'northeast': [41.03083, -73.6552059], 'southwest': [40.98549999999999, -73.6801905]}","[41.0017643, -73.66568339999999]"
913,MILFORD PA,"MILFORD, PA","<[OK] Google - Geocode [Milford, PA 18337, USA]>","{'northeast': [41.330611, -74.79204610000001], 'southwest': [41.3167841, -74.81295209999999]}","[41.322316, -74.8023882]"
914,BRADFORD-CT,"BRADFORD, CT","<[OK] Google - Geocode [Branford, CT, USA]>","{'northeast': [41.324297, -72.72803979999999], 'southwest': [41.2396959, -72.864244]}","[41.2799027, -72.81411849999999]"
915,SUSPENSION BRIDGE NY,"SUSPENSION BRIDGE, NY","<[OK] Google - Geocode [Verrazzano-Narrows Bridge, Verrazzano-Narrows Bridge, Staten Island, NY, USA]>","{'northeast': [40.6079651802915, -74.0433112197085], 'southwest': [40.6052672197085, -74.0460091802915]}","[40.6066162, -74.0446602]"
916,MOUNT-,MOUNT-,"<[OK] Google - Geocode [Mt Sequoyah, Fayetteville, AR 72701, USA]>","{'northeast': [36.0757648, -94.1300296], 'southwest': [36.0577261, -94.1620444]}","[36.06674599999999, -94.146037]"
917,MIDLETON CT,"MIDLETON, CT","<[OK] Google - Geocode [Middletown, CT, USA]>","{'northeast': [41.6043499, -72.55094489999999], 'southwest': [41.495045, -72.7546402]}","[41.5623209, -72.6506488]"
918,ST.LOUIS-MA,"ST.LOUIS, MA","<[OK] Google - Geocode [4921 Parkview Pl Floor: 7, Suite: B, St. Louis, MO 63110, USA]>","{'northeast': [38.6397104802915, -90.2620355197085], 'southwest': [38.6370125197085, -90.26473348029151]}","[38.63836149999999, -90.2633845]"
919,NEW  ORLEANS LA,"NEW  ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
920,WATERBURG CT,"WATERBURG, CT","<[OK] Google - Geocode [Waterbury, CT, USA]>","{'northeast': [41.6151969, -72.956948], 'southwest': [41.514296, -73.0938529]}","[41.5581525, -73.0514965]"
921,SCIACCA,SCIACCA,"<[OK] Google - Geocode [92019 Sciacca, AG, Italy]>","{'northeast': [37.52710769999999, 13.1244287], 'southwest': [37.5002472, 13.0453251]}","[37.5085148, 13.0816305]"
922,PROVIDENCE MA,"PROVIDENCE, MA","<[OK] Google - Geocode [Providence, RI, USA]>","{'northeast': [41.861571, -71.3696939], 'southwest': [41.7722013, -71.472667]}","[41.8239891, -71.4128343]"
923,MT MORRIS,MT MORRIS,"<[OK] Google - Geocode [Mt Morris, MI 48458, USA]>","{'northeast': [43.1268881, -83.6873251], 'southwest': [43.1047668, -83.711018]}","[43.1186374, -83.6949583]"
924,PENSACOLA-FL,"PENSACOLA, FL","<[OK] Google - Geocode [Pensacola, FL, USA]>","{'northeast': [30.5105949, -87.1261481], 'southwest': [30.3631529, -87.25934]}","[30.42130899999999, -87.2169149]"
925,SMITHON PA,"SMITHON, PA","<[OK] Google - Geocode [Smithton, PA, USA]>","{'northeast': [40.1570021, -79.7377109], 'southwest': [40.150017, -79.74484400000001]}","[40.1539613, -79.7411535]"
926,NAPOLEONVILL,NAPOLEONVILL,"<[OK] Google - Geocode [Napoleonville, LA 70390, USA]>","{'northeast': [29.9894229, -90.98501519999999], 'southwest': [29.8764223, -91.0398974]}","[29.9382674, -91.0274993]"
927,JOHNNSTOWN PA,"JOHNNSTOWN, PA","<[OK] Google - Geocode [Johnstown, PA, USA]>","{'northeast': [40.36421199999999, -78.8820461], 'southwest': [40.2896741, -78.955348]}","[40.32674069999999, -78.9219698]"
928,BROOKLYNG,"BROOKLYN, NY","<[OK] Google - Geocode [Brooklyn, NY, USA]>","{'northeast': [40.739446, -73.8333651], 'southwest': [40.551042, -74.05663]}","[40.6781784, -73.9441579]"
929,NEW ARK,NEW ARK,"<[OK] Google - Geocode [Newark, NJ, USA]>","{'northeast': [40.788664, -74.1127869], 'southwest': [40.6739029, -74.2513239]}","[40.735657, -74.1723667]"
930,MADISON NJ,"MADISON, NJ","<[OK] Google - Geocode [Madison, NJ 07940, USA]>","{'northeast': [40.777214, -74.3921659], 'southwest': [40.7399439, -74.4446059]}","[40.7598227, -74.417097]"
931,OKLAHOMA CITY OK.,"OKLAHOMA CITY, OK","<[OK] Google - Geocode [Oklahoma City, OK, USA]>","{'northeast': [35.674752, -97.12472], 'southwest': [35.2905439, -97.83367489999999]}","[35.4675602, -97.5164276]"
932,ST.JOHN,ST.JOHN,<[OK] Google - Geocode #4 results>,"{'northeast': [18.3729732, -64.6607028], 'southwest': [18.2982861, -64.7997762]}","[18.3368114, -64.7280952]"
933,CLEVELAND OH.,"CLEVELAND, OH","<[OK] Google - Geocode [Cleveland, OH, USA]>","{'northeast': [41.604436, -81.5327439], 'southwest': [41.390628, -81.878976]}","[41.49932, -81.6943605]"
934,MERIDEN-CT,"MERIDEN, CT","<[OK] Google - Geocode [Meriden, CT, USA]>","{'northeast': [41.578894, -72.744742], 'southwest': [41.4954979, -72.859017]}","[41.5381535, -72.80704349999999]"
935,ST.PAUL-MN,"ST.PAUL, MN","<[OK] Google - Geocode [St Paul, MN, USA]>","{'northeast': [44.992016, -93.00431979999999], 'southwest': [44.88739899999999, -93.207787]}","[44.9537029, -93.0899578]"
